exchange_nr,source,company,means_of_exchange,ship_captain,orig_date_src,orig_yr,orig_date,orig_exact_date_yn,orig_loc_port_arch,orig_loc_region_arch,orig_loc_port_modern,orig_loc_region_modern,orig_loc_lat,orig_loc_long,dest_date_src,dest_yr,dest_date,dest_exact_date_yn,dest_loc_port_arch,dest_loc_region_arch,dest_loc_port,dest_loc_region,dest_loc_lat,dest_loc_long,textile_quantity,textile_unit,els_per_ps,supplier,textile_category,textile_subcategory,textile_name,textile_modifier_fulltext,textile_color_arch,textile_color_inf,textile_pattern_arch,textile_process_arch,textile_fiber_arch,textile_geography_arch,textile_quality_arch,textile_other_unknown_arch,textile_quality_inferred,ship_doc_total_arch,shipment_total_value,shipment_currency,total_value_guldens,total_value_stuivers,total_value_penningen,total_value_currency,total_value_other,ps_value_gulden,ps_value_stuivers,ps_value_penningen,ps_value_currency,additional_text_from_doc,notes_other,headerexplanations,httpsdocsgooglecomdocumentd1wnak,total_value_dutch_gulders
11214,WIC_1.05.01.02_1302_254-256,WIC,Emmenes,Simonse Valk,hdh,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,1721-5-1,n,Ardra,"NA",Ouidah,Benin,"NA","NA",100.00,ps,"NA",N. & W. Hartog,"NA","NA",caffa,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","29539,14,0","78577,4,0",guilders,950,0,0,guilders,"NA",9.5,0,0,guilders,"NA","NA","NA","NA",950
11168,WIC_1.05.01.02_1302_225-227,WIC,Sem Galey,Jan Andries,hdh,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",100.00,ps,"NA",VOC,"NA","NA",nickanees,"""corte ditto""","NA","NA","NA","NA","NA","NA","NA",short,"NA","53374,2,0","53374,2,0",guilders,390,0,0,guilders,"NA",3.75,0,0,guilders,"NA","NA","NA","NA",390
1000124,WIC_1.05.01.02_1304_256-529,WIC,Emmenes,Gerret d' Haan,HdH,1723,1723-01-08,n,Stad en Lande,"NA",Texel,Netherlands,"NA","NA",HdH,1724,"NA","NA","NA",Guinea,"NA","NA","NA","NA",55.75,ps,4.75 el,Lucas Marinus,"NA","NA",laken,Lakens lang,blue,"NA","NA","NA","NA","NA","NA",Long,"NA","51476,17,0","87039,30,18",guilders,203.5,0,0,guilders,"NA","NA",73,0,guilders,Laakens lang 4 3/4@ a 73 stuivers / 53 a groen & / 55 3/4 @ a Blauw te saamen in een / Cusie (?) n. 15,"Carrie: I cannot figure out this math / I keep finding 451,6875 instead of 447 gulden 10 st / My subtotals are not in the archival document.","NA","NA",203.5
11283,WIC_1.05.01.02_1302_399-400,WIC,Petronella Alida,Ijff Jansz van Lidt,hdh,1721,1721-8-20,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,1721-12-28,y,"Elmina, Ardra, Suriname","NA",Elmina,Ghana,"NA","NA",80.00,ps,"NA",Kamer Amsterdam,"NA","NA",lhymenias,"NA","NA","NA","NA","NA","NA","NA","NA",posteleiyn,"NA","29190,0,0","34232,5,0",guilders,798,0,0,guilders,"NA",9.5,0,0,guilders,"this say 1/2 posteleiyn. Besides the fact that I don't really understand what it means to describe something as ""porcelain""--although I could think of some reasons--I don't know how to record the 1/2","NA","NA","NA",798
1000235,WIC_1.05.01.02_1304_377-378,WIC,Leusden,Pieter Ras,HdH,1723,1723-08-20,n,Amsterdam,"NA",Texel,Netherlands,"NA","NA",sv,1723,1723-10-15,"NA",Elmina,"NA","NA","NA","NA","NA",48.00,ps,42.52,Pr Verkammen (Pieter or Peter),"NA","NA",atlassen,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","43753,7,0","73419,2,0",guilders,1173,11,8,guilders,"NA",0,11.5,0,guilders,"NA",2041 el total / price per el,"NA","NA",1173.5833333333333
11158,WIC_1.05.01.02_1302_225-227,WIC,Sem Galey,Jan Andries,hdh,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",4.00,ps,315,Eibergen en Zoon,"NA","NA",listados,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","53374,2,0","53374,2,0",guilders,106,6,0,guilders,"NA",0,6.75,0,guilders,"price is per el, not per piece","NA","NA","NA",106.3
1000090,WIC_1.05.01.02_1304_214-217,WIC,Duijnbeek,Andries Walle,arch,1722,1722-03-03,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA","NA",Shipwrecked,"NA","NA",Angola,"NA","NA","NA","NA","NA",3.00,ps,"NA",Jacob Vanhoorn,"NA","NA",baai,Swarten baay,black,"NA","NA","NA","NA","NA","NA","NA","NA","37000,0,0","71000,0,0",guilders,115,10,0,guilders,"NA",38.5,0,0,guilders,"NA",Price per piece,"NA","NA",115.5
11256,WIC_1.05.01.02_1302_356-359,WIC,Geertruijd Galeij,Benjamin Creeft,hdh,1721,1721-8-15,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina on Guinea Coast,"NA",Elmina,Ghana,"NA","NA",432.00,ps,"NA",Jacob Groer de Jonge,"NA","NA",neusdeuken,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","38435,3,0","38435,3,0",guilders,108,0,0,guilders,"NA",0,5,0,guilders,"I don't know accounts fo rthe difference in proce between the two neusdoeken entries. There also something listed in between these two neusdoeken entries thatlooks like is says red bonte, but there is no proce so I left it out. This notary is a disaster.","NA","NA","NA",108
1000135,WIC_1.05.01.02_1304_260-261,WIC,Emmenes,Gerret d' Haan,HdH,1723,1723-01-08,n,Stad en Lande,"NA",Texel,Netherlands,"NA","NA",HdH,1724,"NA","NA",Ardra,"NA","NA","NA","NA","NA",8.00,ps,"NA",M. Hooft,"NA","NA",atlassen,sonder banden,"NA","NA","NA","NA","NA","NA","NA",without ties,"NA","35563,13,8","87039,30,18",guilders,187,4,0,guilders,"NA",0,0,11,guilders,"NA",Carrie: I cannot figure out this math,"NA","NA",187.2
11302,WIC_1.05.01.02_1301_134-136,WIC,Leusden,Jacob Thijl,hdh,1719,1719-12-26,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1720,"NA","NA",Elmina,"NA",Elmina,Ghana,"NA","NA",83.00,ps,14,Jesse van Buneschoten,"NA","NA",perpetuanen,"""Breede groene perpetuanenâ€¦met verwen en parssen""",green,"NA",broad,"NA","NA","NA","NA","NA","NA","41209,3,0","72742,2,0",guilders,481.4,0,0,guilders,"NA",5,16,0,guilders,"NA","NA","NA","NA",481.4
1000217,WIC_1.05.01.02_1304_375-376,WIC,Leusden,Pieter Ras,HdH,1723,1723-08-20,n,Amsterdam,"NA",Texel,Netherlands,"NA","NA",sv,1723,1723-10-15,"NA",sv: Elmina/Whydah,Guinea,Elmina,Ghana,"NA","NA",50.00,ps,23,Oostindische Compagnie,"NA","NA",chintz,Roode Chitzen,red,"NA","NA","NA","NA","NA","NA","NA","NA","29665,5,0","73419,2,0",guilders,500,0,0,guilders,"NA",10,0,0,guilders,"NA",Price per piece,HdH 73420,"NA",500
1000237,WIC_1.05.01.02_1304_377-378,WIC,Leusden,Pieter Ras,HdH,1723,1723-08-20,n,Amsterdam,"NA",Texel,Netherlands,"NA","NA",sv,1723,1723-10-15,"NA",Elmina,"NA","NA","NA","NA","NA",52.00,ps,"42,019",Van Oud. Laur. Van derVinne,"NA","NA",atlassen,atlas,"NA","NA","NA","NA","NA","NA","NA","NA","NA","43753,7,0","73419,2,0",guilders,1201,15,0,guilders,"NA",0,11,0,guilders,Title entry: Sijde Atlassen en ditto bantjes,2185 el total / price per el,"NA","NA",1201.75
11109,WIC_1.05.01.02_1303_336-337,WIC,Vlissingen,Jacob van Stolk,hdh,1722,1722-11-30,n,"NA","NA",Texel,Netherlands,"NA","NA",est,1723,"NA",n,Arguin,"NA",Arguin,Mauritania,"NA","NA",4.00,ps,"NA",Joost Wilkens,"NA","NA",saai,"""blauwe Schotze Saaiyen""",blue,"NA","NA","NA","NA",Scottish,"NA","NA","NA","14823,1,8","14823,1,8",guilders,18,4,0,guilders,"NA",4,11,0,guilders,"NA","NA","NA","NA",18.2
11012,WIC_1.05.01.02_1303_214-216,WIC,Beekestijn,Dirck de Wolff,arch,1721,1721-02-19,y,"NA","NA",Texel,Netherlands,"NA","NA",sv,1721,1721-4-29,y,Elmina,"NA",Elmina,Ghana,"NA","NA",39.00,ps,"NA",VOC,"NA","NA",broulissen,broulissen,"NA","NA","NA","NA","NA","NA","NA","NA","NA","34280,5,8","52720,0,0",guilders,81,12,0,guilders,"NA",0,37,0,guilders,"NA","Agio (9,9) added to the total here, but applies to both VOC broulissen entries.","NA","NA",81.6
11235,WIC_1.05.01.02_1302_346-347,WIC,Africa,Sipke Brouwer,hdh,1721,1721-6-22,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina in Guinea,"NA",Elmina,Ghana,"NA","NA",80.00,ps,"NA",Kamer Amsterdam,"NA","NA",lhymenias,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","18920,6,0","18920,6,0",guilders,798,0,0,guilders,"NA",9.5,0,0,guilders,"NA","NA","NA","NA",798
11230,WIC_1.05.01.02_1302_346-347,WIC,Africa,Sipke Brouwer,hdh,1721,1721-6-22,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina in Guinea,"NA",Elmina,Ghana,"NA","NA",30.00,ps,"NA",Jacob Benningbroek & Company,"NA","NA",chintz,"""inlandse chitsen""","NA","NA","NA","NA","NA",inlandse,"NA","NA","NA","18920,6,0","18920,6,0",guilders,285,0,0,guilders,"NA",9.5,0,0,guilders,"historic dictionary clarifies that this term relates specifically to the Dutch east indies (""relating to the native inhabitants of the Dutch East Indies"")","NA","NA","NA",285
11330,WIC_1.05.01.02_1301_163-165,WIC,Adrichem,Pieter Oversluijs,hdh,1720,1720-2-2,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1720,"NA","NA",Elmina and Ardra,"NA",Elmina,Ghana,"NA","NA",158.00,ps,"NA",VOC,"NA","NA",salempores,"""bruijn blauwe""",brown-blue,"NA","NA","NA","NA","NA","NA","NA","NA","39000,0,0","39000,0,0",guilders,1718,5,0,guilders,"NA",10.88000011,0,0,guilders,"NA","NA","NA","NA",1718.25
1000269,WIC_1.05.01.02_1299_223-225,WIC,Adrichem,Pieter Goethals,"NA",1718,1718-04-28,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA",sv,1718,1718-08-14,"NA",Elmina,Guinea,Elmina,Ghana,"NA","NA",60.00,ps,"NA",Joseph De Moor,"NA","NA",perpetuanen,ditto groote [blauwe perpetuanen],blue,"NA","NA","NA","NA","NA","NA",Large/Big,"NA",44302.8.0,90660,guilders,234,0,0,guilders,"NA",0,0,13,guilders,"NA",Price per piece,Carrie: I cannot get the math to work.,HDH 90660 - has totalled cargo three archival documents,234
1000267,WIC_1.05.01.02_1299_223-225,WIC,Adrichem,Pieter Goethals,"NA",1718,1718-04-28,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA",sv,1718,1718-08-14,"NA",Elmina,Guinea,Elmina,Ghana,"NA","NA",44.00,ps,"NA",Joseph De Moor,"NA","NA",perpetuanen,cleine groene ditto [perpetuanen],green,"NA","NA","NA","NA","NA","NA",Small,"NA",44302.8.0,90660,guilders,171,12,0,guilders,"NA",0,0,13,guilders,"NA",Price per piece,Carrie: I cannot get the math to work.,HDH 90660 - has totalled cargo three archival documents,171.6
1000266,WIC_1.05.01.02_1299_223-225,WIC,Adrichem,Pieter Goethals,"NA",1718,1718-04-28,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA",sv,1718,1718-08-14,"NA",Elmina,Guinea,Elmina,Ghana,"NA","NA",81.00,ps,"NA",Joseph De Moor,"NA","NA",perpetuanen,Blaauwe perpetuanen,blue,"NA","NA","NA","NA","NA","NA","NA","NA",44302.8.0,90660,guilders,251,2,0,guilders,"NA",0,62,0,guilders,"NA",Price per piece,"NA",HDH 90660 - has totalled cargo three archival documents,251.1
1000262,WIC_1.05.01.02_1299_223-225,WIC,Adrichem,Pieter Goethals,"NA",1718,1718-04-28,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA",sv,1718,1718-08-14,"NA",Elmina,Guinea,Elmina,Ghana,"NA","NA",334.00,ps,14,Michiel Hellegers,"NA","NA",perpetuanen,Groote groene perpetuanen,green,"NA","NA","NA","NA","NA","NA",Large/Big,"NA",44302.8.0,90660,guilders,1670,0,0,guilders,"NA",5,0,0,guilders,"NA",Price per piece,"NA",HDH 90660 - has totalled cargo three archival documents,1670
11141,WIC_1.05.01.02_1302_221-222,WIC,Vrijhijt,Stoffes Buttes,hdh/jp,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",225.00,ps,14,"Simpson en Hinderson, Eelbo en Charon","NA","NA",perpetuanen,"""geleâ€¦met verven en persen""",yellow,"NA","NA","NA","NA","NA","NA","NA","NA","27454,6,0","54512,8,0",guilders,1012.5,0,0,guilders,"NA",4,10,0,guilders,calculated by each individual color,"NA","NA","NA",1012.5
1000272,WIC_1.05.01.02_1299_226-228,WIC,Adrichem,Pieter Goethals,"NA",1718,1718-04-28,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA",sv,1718,1718-08-14,"NA",Ardra,Guinea,Ardra,Benin,"NA","NA",300.00,ps,12.5,Wed? Beukelaar,"NA","NA",lhymenias,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",45498.5.0,90660,guilders,2059,9,8,guilders,"NA",0,11,0,guilders,"NA",Price per total el 3744 1/2 ellen (incorrect total sum ellen),300 x 12 1/2 el = 3750,HDH 90660 - has totalled cargo three archival documents,2059.483333333333
11343,WIC_1.05.01.02_1301_163-165,WIC,Adrichem,Pieter Oversluijs,hdh,1720,1720-2-2,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1720,"NA","NA",Elmina and Ardra,"NA",Elmina,Ghana,"NA","NA",8.00,ps,43,Pieter Six,"NA","NA",atlassen,"""ditto effene""","NA","NA",plain,"NA","NA","NA","NA","NA","NA","39000,0,0","39000,0,0",guilders,224,18,0,guilders,"NA",0,13,0,guilders,per el,"NA","NA","NA",224.9
11260,WIC_1.05.01.02_1302_369-371,WIC,Rusthof,Jan Fonsburgh,hdh,1721,"NA",n,"NA","NA",Vlissingen,Netherlands,"NA","NA",est,1721,"NA",n,Angola,"NA",Luanda,Angola,"NA","NA",250.00,ps,"NA",Pieter Six,"NA","NA",boelangs,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","48000,0,0","98000,0,0",guilders,1218,15,0,guilders,"NA",4.8800001140000004,0,0,guilders,"NA","NA","NA","NA",1218.75
1000038,WIC_1.05.01.02_1304_196-199,WIC,Phenix,Jacob Wallee,HdH,1722,1722-10-22,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA",sv,1723,1723-1-13,"NA",Elmina,Guinea,Elmina,Ghana,"NA","NA",60.00,ps,"NA",Jacob Vanhoorn,"NA","NA",kleeden,groote toren kleeden,"NA","NA","NA","NA","NA","NA","NA","big, tooren","NA","57000,0,0","97000,0,0",guilders,177,0,0,guilders,"NA",0,59,0,guilders,"NA","NA","NA","NA",177
11362,WIC_1.05.01.02_1301_192-195,WIC,Acredam,Rijk Hagerop,hdh,1720,1720-9-28,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA","NA",Elmina,"NA",Elmina,Ghana,"NA","NA",39.00,ps,14,Simpson,"NA","NA",perpetuanen,"""smalle rood perpetuanenâ€¦met ververn en perssen""",red,"NA",narrow,verven and persen,"NA","NA","NA","NA","NA","24635,0,0","50890,0,0",guilders,175.5,0,0,guilders,"NA",4,10,0,guilders,"NA","NA","NA","NA",175.5
1000121,WIC_1.05.01.02_1304_222-223,WIC,Jacoba Maria,Jan de Zitter,arch,1722,1722-03-03,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA","NA",Dismantled,"NA","NA",Elmina,Guinea,Elmina,Ghana,"NA","NA",200.00,ps,"NA",Maria Goliath,"NA","NA",slaaplakens,Slaeplaekens,"NA","NA","NA","NA","NA","NA","NA","NA","NA","11000,0,0","11000,0,0",guilders,180,0,0,guilders,"NA",0,18,0,guilders,"NA",Price per piece,"NA","NA",180
1000198,WIC_1.05.01.02_1304_330-333,WIC,Vrijehijdt,Jannes Brouwer,arch,1723,1723-05-13,y,Noorderkwartier,"NA",Texel,Netherlands,"NA","NA",sv,1723,1723-08-20,"NA",Elmina and Angola,"NA","NA","NA","NA","NA",4000.00,ps,"NA",Andries Laacken,"NA","NA",annebassen,Streepen,"NA","NA",Stripes,"NA","NA","NA","NA","NA","NA","33414,12,8","33414,12,8",guilders,2450,0,0,guilders,"NA",0,12.25,0,guilders,6000 ps. Annebassen - 1/3 blockjes en 2/3 streepen a 12 1/4 Stuivers = total 3675 gulden,Price per piece,HdH 33410,"NA",2450
11265,WIC_1.05.01.02_1302_369-371,WIC,Rusthof,Jan Fonsburgh,hdh,1721,"NA",n,"NA","NA",Vlissingen,Netherlands,"NA","NA",est,1721,"NA",n,Angola,"NA",Luanda,Angola,"NA","NA",7600.00,ps,"NA",Hendrick Loox,"NA","NA",annebassen,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","48000,0,0","98000,0,0",guilders,4750,0,0,guilders,"NA",0,12.5,0,guilders,"NA","NA","NA","NA",4750
1000004,WIC_1.05.01.02_1304_192-195,WIC,Phenix,Jacob Wallee,HdH,1722,1722-10-22,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA",sv,1723,1723-1-13,"NA",Angola,"NA","NA","NA","NA","NA",92.00,ps,"NA",Jacob Vanhoorn,"NA","NA",boelangs,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","40000,0,0","97000,0,0",guilders,524.8,0,0,guilders,"NA",5,14,0,guilders,"NA","NA","NA","NA",524.8
11240,WIC_1.05.01.02_1302_356-359,WIC,Geertruijd Galeij,Benjamin Creeft,hdh,1721,1721-8-15,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina on Guinea Coast,"NA",Elmina,Ghana,"NA","NA",60.00,ps,"NA",VOC,"NA","NA",tappseels,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","38435,3,0","38435,3,0",guilders,370,2,0,guilders,"NA",5.8800001140000004,0,0,guilders,"NA","NA","NA","NA",370.1
1000140,WIC_1.05.01.02_1304_260-261,WIC,Emmenes,Gerret d' Haan,HdH,1723,1723-01-08,n,Stad en Lande,"NA",Texel,Netherlands,"NA","NA",HdH,1724,"NA","NA",Ardra & Suriname,"NA",Ouidah,Benin,"NA","NA",160.00,ps,"NA",Oostindische Compagnie,"NA","NA",lhymenias,"NA","NA","NA","NA","NA","NA","NA",coarse,made from salempores,"NA","35563,13,8","87039,30,18",guilders,1520,0,0,guilders,"NA",9.5,0,0,guilders,gemaakt van rouwe salemp:,Price per piece,"NA","NA",1520
1000209,WIC_1.05.01.02_1304_361-363,WIC,Geertruijt Galeij,Marten Steencroes,HdH,1723,1723-07-08,n,Amsterdam,"NA",Texel,Netherlands,"NA","NA",HdH,1724,1724-06-05,"NA",Arguin,"NA","NA","NA","NA","NA",100.00,ps,"NA",Van Gent,"NA","NA",bhermes of Tapsels,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","21066,11,0","21066,11,0",guilders,600,0,0,guilders,"NA",6,0,0,guilders,"Berms of Tapsels van Van Gent [i.e. supplier's last name is Van Gent. It does not refer to the city Ghent, I think]",Price per piece,HdH 21070,"NA",600
11175,WIC_1.05.01.02_1302_229-230,WIC,Sonnesteijn,Hubert van Duikeren,hdh,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",47.00,ps,14,"Simpson en Hinderson, Eelbo en Charon","NA","NA",perpetuanen,"""smalle groene""",green,"NA",narrow,"NA","NA","NA","NA","NA","NA","15839,0,0","15839,0,0",guilders,211.5,0,0,guilders,"NA",4.5,0,0,guilders,"NA","NA","NA","NA",211.5
1000203,WIC_1.05.01.02_1304_361-363,WIC,Geertruijt Galeij,Marten Steencroes,HdH,1723,1723-07-08,n,Amsterdam,"NA",Texel,Netherlands,"NA","NA",HdH,1724,1724-06-05,"NA",Arguin,"NA",Arguin,Mauritania,"NA","NA",1200.00,ps,"NA",Gent & Neuville,"NA","NA",guinea-stuffs,Blauw guinees van Gent & Neuville,blue,"NA","NA","NA","NA",Ghent & Neuville,"NA","NA","NA","21066,11,0","21066,11,0",guilders,12000,0,0,guilders,"NA",10,0,0,guilders,"NA","Price per halve guinees! (Interesting, usually per full piece, not per half)",HdH 21070,"NA",12000
11153,WIC_1.05.01.02_1302_225-227,WIC,Sem Galey,Jan Andries,hdh,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",80.00,ps,"NA",Pieter Lepoetre,"NA","NA",saai,"""Leidse saiyen vier loots""","NA","NA","NA","NA","NA",Leiden,"NA","NA","NA","53374,2,0","53374,2,0",guilders,2040,0,0,guilders,"NA",25.5,0,0,guilders,"""4 lots"" makes sense here","NA","NA","NA",2040
1000009,WIC_1.05.01.02_1304_192-195,WIC,Phenix,Jacob Wallee,HdH,1722,1722-10-22,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA",sv,1723,1723-1-13,"NA",Angola,"NA",Luanda,Angola,"NA","NA",51.00,ps,"NA",Jacob Vanhoorn,"NA","NA",tappseels,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","40000,0,0","97000,0,0",guilders,303.9,0,0,guilders,"NA",5,19,0,guilders,"NA","NA","NA","NA",303.9
11281,WIC_1.05.01.02_1302_373-375,WIC,Rusthof,Jan Fonsburgh,hdh,1721,"NA",n,"NA","NA",Vlissingen,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",148.00,ps,"NA",Kamer Amsterdam,"NA","NA",chintz,"""rood chitsen""",red,"NA","NA","NA","NA","NA","NA","NA","NA","50000,0,0","98000,0,0",guilders,1480,0,0,guilders,"NA",10,0,0,guilders,"NA","NA","NA","NA",1480
11333,WIC_1.05.01.02_1301_163-165,WIC,Adrichem,Pieter Oversluijs,hdh,1720,1720-2-2,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1720,"NA","NA",Elmina and Ardra,"NA",Elmina,Ghana,"NA","NA",80.00,ps,"NA",VOC,"NA","NA",baftas,"""zwarte""",black,"NA","NA","NA","NA","NA","NA","NA","NA","39000,0,0","39000,0,0",guilders,690,0,0,guilders,"NA",8.630000114,0,0,guilders,"NA","NA","NA","NA",690
11022,WIC_1.05.01.02_1303_245-248,WIC,Nieuwenhoven,Aernout Steenhart,arch,1721,1721-12-15,y,"NA","NA",Vlissingen,Netherlands,"NA","NA",est,1722,"NA",y,Elmina,"NA",Elmina,Ghana,"NA","NA",250.00,ps,14,Kamer Amsterdam,"NA","NA",saai,blauwe prince Saeijen,blue,"NA","NA","NA","NA","NA","NA",prince,"NA","44000,0,0","44000,0,0",guilders,1200,0,0,guilders,"NA",4,16,0,guilders,"NA","""prince"" again","NA","NA",1200
1000294,WIC_1.05.01.02_1299_289-290,WIC,Akredam,Jacob Thijl,"NA",1718,1718-10-28,n,Stad en Lande,"NA",Texel,Netherlands,"NA","NA",sv,1719,1719-02-19,"NA",Ardra en Suriname,"NA",Ardra,Benin,"NA","NA",60.00,ps,"37,583",Jesse van Bunschoten,"NA","NA",atlassen,Inlanse Atlassen,"NA","NA","NA","NA","NA",Native,"NA","NA","NA",38693.15.0,42240.0.0,guilders,1691,5,0,guilders,"NA",0,15,0,guilders,"NA",2255 el total / price per el,"NA",Total value matches with HdH when combined with total cargo document 297-301,1691.25
1000161,WIC_1.05.01.02_1304_276-278,WIC,Beekestijn,Dirk de Wolff,HdH,1723,1723-01-07,n,Amsterdam,"NA",Texel,Netherlands,"NA","NA",sv,1723,1723-04-23,"NA",Angola,"NA",Luanda,Angola,"NA","NA",201.00,ps,"NA",Gerrit Enkers,"NA","NA",taffachelas,Tafelschellen,"NA","NA","NA","NA","NA","NA","NA","NA","NA","40931,19,0","40931,19,0",guilders,95,9.5,0,guilders,"NA",0,9.5,0,guilders,"NA",Price per piece,"NA","NA",95.475
1000136,WIC_1.05.01.02_1304_260-261,WIC,Emmenes,Gerret d' Haan,HdH,1723,1723-01-08,n,Stad en Lande,"NA",Texel,Netherlands,"NA","NA",HdH,1724,"NA","NA",Ardra,"NA","NA","NA","NA","NA",25.00,ps,"NA",M. Hooft,"NA","NA",atlassen,ongestreept,"NA","NA",without stripes,"NA","NA","NA","NA","NA","NA","35563,13,8","87039,30,18",guilders,552,15,0,guilders,"NA",22,0,0,guilders,ii = 22?,Carrie: I cannot figure out this math,"NA","NA",552.75
1000183,WIC_1.05.01.02_1304_326-328,WIC,Waartwijk,Stoffel Buttel,HdH,1723,1723-03-28,n,Amsterdam,"NA",Texel,Netherlands,"NA","NA",HdH,1725,1725-07-25,"NA",Angola,"NA",Luanda,Angola,"NA","NA",150.00,ps,"NA",H. Engen,"NA","NA",taffachelas,Tafelschellen,"NA","NA","NA","NA","NA","NA","NA","NA","NA","21252,11,8","21252,11,8",guilders,72,13,0,guilders,"NA",0,9.5,0,guilders,"NA",Price per piece,HdH 21250,"NA",72.65
11193,WIC_1.05.01.02_1302_239-241,WIC,Duijnvliet,Cent Rijckx,hdh/js,1721,"NA",n,"NA","NA",Vlissingen,Netherlands,"NA","NA",est,1721,"NA",n,Angola,"NA",Luanda,Angola,"NA","NA",900.00,ps,"NA",Maria Golliath & Johanna van de Groenewal,"NA","NA",slaaplakens,"""groote slaaplaken""","NA","NA","NA","NA","NA","NA","NA",big,"NA","30000,0,0","30000,0,0",guilders,720,0,0,guilders,"NA",0,16,0,guilders,"NA","NA","NA","NA",720
11135,WIC_1.05.01.02_1302_221-222,WIC,Vrijhijt,Stoffes Buttes,hdh/jp,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",170.00,ps,14,"Simpson en Hinderson, Eelbo en Charon","NA","NA",perpetuanen,"""smalle groen...met verven en persen""",green,"NA",narrow,"NA","NA","NA","NA","NA","NA","27454,6,0","54512,8,0",guilders,765,0,0,guilders,"NA",4,10,0,guilders,calculated by each individual color,"NA","NA","NA",765
11020,WIC_1.05.01.02_1303_245-248,WIC,Nieuwenhoven,Aernout Steenhart,arch,1721,1721-12-15,y,"NA","NA",Vlissingen,Netherlands,"NA","NA",est,1722,"NA",y,Elmina,"NA",Elmina,Ghana,"NA","NA",170.00,ps,14,Kamer Amsterdam,"NA","NA",saai,groene prince Saeijen,green,"NA","NA","NA","NA","NA","NA",prince,"NA","44000,0,0","44000,0,0",guilders,943,10,0,guilders,"NA",5,11,0,guilders,"NA","not sure what ""prince"" means--maybe reading it wrong","NA","NA",943.5
11351,WIC_1.05.01.02_1301_173-176,WIC,Niewenhoven,Pieter Groenstraten,hdh,1720,1720-5-1,y,"NA","NA",Vlissingen,Netherlands,"NA","NA",est,1720,"NA","NA",Elmina,"NA",Elmina,Ghana,"NA","NA",400.00,ps,"NA",Jacob Sluijter,"NA","NA",saai,"""prinse saaiyen""","NA","NA","NA","NA","NA","NA","NA",prinse,"NA","48000,0,0","48000,0,0",guilders,1980,0,0,guilders,"NA",0,16.5,0,guilders,"NA","NA","NA","NA",1980
